,method,source,native,parents,p_value,description,intersection_size
31,DT_score_c45,HP,HP:0000962,['HP:0011368'],0.009894201740217613,"Hyperkeratosis is thickening of the outer layer of the skin, the stratum corneum, which is composed of large, polyhedral, plate-like envelopes filled with keratin which are the dead cells that have migrated up from the stratum granulosum.",9
32,DT_score_c45,HP,HP:0008401,['HP:0001805'],0.010246835650453293,Thickened toenails.,3
33,DT_score_c45,GO:CC,GO:0005882,"['GO:0045111', 'GO:0099513']",0.01096021623761865,"""A cytoskeletal structure that forms a distinct elongated structure, characteristically 10 nm in diameter, that occurs in the cytoplasm of eukaryotic cells. Intermediate filaments form a fibrous system, composed of chemically heterogeneous subunits and involved in mechanically integrating the various components of the cytoplasmic space. Intermediate filaments may be divided into five chemically distinct classes: Type I, acidic keratins; Type II, basic keratins; Type III, including desmin, vimentin and others; Type IV, neurofilaments and related filaments; and Type V, lamins."" [http://www.cytochemistry.net/Cell-biology/intermediate_filaments.htm, ISBN:0198506732]",7
34,DT_score_c45,HP,HP:0025245,['HP:0011355'],0.011757392662119434,A hollow mass located in the skin that is surrounded by an epithelium-lined wall and is well demarcated from the adjacent tissue. Cysts are often said to be sac-like and may contain serous liquid or semisolid material.,4
35,DT_score_c45,HP,HP:0000972,"['HP:0007556', 'HP:0010765']",0.011950124857321267,Abnormal thickening of the skin localized to the palm of the hand and the sole of the foot.,7
36,DT_score_c45,HPA,HPA:0471393,['HPA:0471392'],0.012614783518593221,skin 2; cells in basal layer[High],10
37,DT_score_c45,HP,HP:0007556,"['HP:0000962', 'HP:0100872']",0.013296666467274211,Hyperkeratosis affecting the sole of the foot.,7
38,DT_score_c45,HP,HP:0010765,"['HP:0000962', 'HP:0040211']",0.013296666467274211,Abnormal thickening of the skin localized to the palm of the hand.,7
39,DT_score_c45,HPA,HPA:0471401,['HPA:0470000'],0.014795491483770622,skin 2; cells in corneal layer[≥Low],7
40,DT_score_c45,HPA,HPA:0461451,['HPA:0460000'],0.01542958368517426,skin 1; hair follicles[≥Low],11
41,DT_score_c45,GO:BP,GO:0008544,['GO:0009888'],0.015932515456802326,"""The process whose specific outcome is the progression of the epidermis over time, from its formation to the mature structure. The epidermis is the outer epithelial layer of an animal, it may be a single layer that produces an extracellular material (e.g. the cuticle of arthropods) or a complex stratified squamous epithelium, as in the case of many vertebrate species."" [GOC:go_curators, UBERON:0001003]",10
42,DT_score_c45,HPA,HPA:0461402,['HPA:0461401'],0.023306825076547917,skin 1; cells in corneal layer[≥Medium],5
43,DT_score_c45,GO:BP,GO:0030216,"['GO:0009913', 'GO:0043588']",0.02414513186445816,"""The process in which a relatively unspecialized cell acquires specialized features of a keratinocyte."" [GOC:dph, GOC:mah, GOC:sdb_2009, GOC:tb]",7
44,DT_score_c45,HP,HP:0040036,['HP:0001805'],0.02437711154438729,Thickened fingernails.,3
45,DT_score_c45,GO:CC,GO:0045111,['GO:0005856'],0.02866696814490068,"""Cytoskeletal structure made from intermediate filaments, typically organized in the cytosol as an extended system that stretches from the nuclear envelope to the plasma membrane. Some intermediate filaments run parallel to the cell surface, while others traverse the cytosol; together they form an internal framework that helps support the shape and resilience of the cell."" [ISBN:0716731363]",7
46,DT_score_c45,HP,HP:0008404,['HP:0001597'],0.03071109693330144,Onychodystrophy (nail dystrophy) refers to nail changes apart from changes of the color (nail dyschromia) and involves partial or complete disruption of the various keratinous layers of the nail plate.,7
47,DT_score_c45,KEGG,KEGG:00790,['KEGG:00000'],0.03286444699559426,Folate biosynthesis,3
48,DT_score_c45,GO:CC,GO:0031012,['GO:0030312'],0.033020969353470965,"""A structure lying external to one or more cells, which provides structural support, biochemical or biomechanical cues for cells or tissues."" [GOC:BHF, GOC:mah, GOC:rph, NIF_Subcellular:nlx_subcell_20090513, PMID:21123617, PMID:28089324]",10
49,DT_score_c45,GO:CC,GO:0030312,"['GO:0071944', 'GO:0110165']",0.03351040014941486,"""A structure that lies outside the plasma membrane and surrounds the entire cell or cells. This does not include the periplasmic space."" [GOC:go_curators]",10
50,DT_score_c45,GO:CC,GO:0035580,"['GO:0034774', 'GO:0042581']",0.03669654156092125,"""The volume enclosed by the membrane of a specific granule, a granule with a membranous, tubular internal structure, found primarily in mature neutrophil cells. Most are released into the extracellular fluid. Specific granules contain lactoferrin, lysozyme, vitamin B12 binding protein and elastase."" [GOC:bf, PMID:7334549]",4
51,DT_score_c45,HP,HP:0001805,['HP:0001597'],0.036983540851281395,Nail that appears thick when viewed on end.,4
52,DT_score_c45,WP,WP:WP5390,['WP:000000'],0.040150681297419624,Pancreatic cancer subtypes,4
53,DT_score_c45,HP,HP:0030318,['HP:0100825'],0.04746452829873899,A type of inflammation of the lips involving one or both of the corners of the mouth.,3
54,RandomForest_gini,GO:CC,GO:0070062,"['GO:0005615', 'GO:1903561']",7.555066561981656e-16,"""A vesicle that is released into the extracellular region by fusion of the limiting endosomal membrane of a multivesicular body with the plasma membrane. Extracellular exosomes, also simply called exosomes, have a diameter of about 40-100 nm."" [GOC:BHF, GOC:mah, GOC:vesicles, PMID:15908444, PMID:17641064, PMID:19442504, PMID:19498381, PMID:22418571, PMID:24009894]",42
55,RandomForest_gini,GO:CC,GO:1903561,"['GO:0031982', 'GO:0065010']",1.1448890288735925e-15,"""Any vesicle that is part of the extracellular region."" [GO_REF:0000064, GOC:pm, GOC:TermGenie, PMID:24769233]",42
56,RandomForest_gini,GO:CC,GO:0065010,"['GO:0043227', 'GO:0043230']",1.1647510940980283e-15,"""Organized structure of distinctive morphology and function, bounded by a lipid bilayer membrane and occurring outside the cell."" [GOC:isa_complete]",42
57,RandomForest_gini,GO:CC,GO:0043230,"['GO:0005576', 'GO:0043226']",1.1647510940980283e-15,"""Organized structure of distinctive morphology and function, occurring outside the cell. Includes, for example, extracellular membrane vesicles (EMVs) and the cellulosomes of anaerobic bacteria and fungi."" [GOC:jl, PMID:9914479]",42
58,RandomForest_gini,GO:CC,GO:0005615,"['GO:0005576', 'GO:0110165']",1.3892861511324446e-15,"""That part of a multicellular organism outside the cells proper, usually taken to be outside the plasma membranes, and occupied by fluid."" [ISBN:0198547684]",51
59,RandomForest_gini,GO:CC,GO:0005576,['GO:0110165'],3.0292447367743023e-13,"""The space external to the outermost structure of a cell. For cells without external protective or external encapsulating structures this refers to space outside of the plasma membrane. This term covers the host cell environment outside an intracellular parasite."" [GOC:go_curators]",54
60,RandomForest_gini,GO:CC,GO:0031982,['GO:0043227'],4.962799421884363e-12,"""Any small, fluid-filled, spherical organelle enclosed by membrane."" [GOC:mah, GOC:pz, GOC:vesicles]",51
61,RandomForest_gini,HPA,HPA:0641532,['HPA:0641531'],3.429245398628848e-08,endometrium; stromal fibroblasts[≥Medium],8
62,RandomForest_gini,HPA,HPA:0641531,['HPA:0640000'],1.0363586437460232e-07,endometrium; stromal fibroblasts[≥Low],8
63,RandomForest_gini,HPA,HPA:0641533,['HPA:0641532'],1.532228253602047e-07,endometrium; stromal fibroblasts[High],7
64,RandomForest_gini,GO:CC,GO:0072562,"['GO:0005615', 'GO:0110165']",2.477577375931336e-06,"""A phospholipid microvesicle that is derived from any of several cell types, such as platelets, blood cells, endothelial cells, or others, and contains membrane receptors as well as other proteins characteristic of the parental cell. Microparticles are heterogeneous in size, and are characterized as microvesicles free of nucleic acids."" [GOC:BHF, GOC:mah, PMID:16373184]",9
65,RandomForest_gini,GO:CC,GO:0031012,['GO:0030312'],5.434326526504966e-06,"""A structure lying external to one or more cells, which provides structural support, biochemical or biomechanical cues for cells or tissues."" [GOC:BHF, GOC:mah, GOC:rph, NIF_Subcellular:nlx_subcell_20090513, PMID:21123617, PMID:28089324]",15
66,RandomForest_gini,GO:CC,GO:0030312,"['GO:0071944', 'GO:0110165']",5.565270054674595e-06,"""A structure that lies outside the plasma membrane and surrounds the entire cell or cells. This does not include the periplasmic space."" [GOC:go_curators]",15
67,RandomForest_gini,GO:CC,GO:0034366,['GO:0034364'],6.806358460966811e-06,"""A mature high-density lipoprotein (HDL) particle, converted from discoidal HDL particles following the esterification of cholesterol in the particle by phosphatidylcholine-sterol O-acyltransferase (lecithin cholesterol acyltransferase; LCAT)."" [GOC:BHF, GOC:expert_pt, GOC:mah, GOC:rl]",4
68,RandomForest_gini,HPA,HPA:0640000,['HPA:0000000'],9.232185547133057e-06,endometrium,9
69,RandomForest_gini,GO:CC,GO:0071944,['GO:0110165'],1.0836578735089344e-05,"""The broad region around and including the plasma membrane of a cell, encompassing the cell cortex (inside the cell), the plasma membrane, and any external encapsulating structures."" [GOC:pdt]",53
70,RandomForest_gini,GO:CC,GO:0062023,['GO:0031012'],1.250729986681154e-05,"""An extracellular matrix consisting mainly of proteins (especially collagen) and glycosaminoglycans (mostly as proteoglycans) that provides not only essential physical scaffolding for the cellular constituents but can also initiate crucial biochemical and biomechanical cues required for tissue morphogenesis, differentiation and homeostasis. The components are secreted by cells in the vicinity and form a sheet underlying or overlying cells such as endothelial and epithelial cells."" [GOC:BHF, GOC:rph, PMID:21123617]",13
71,RandomForest_gini,HPA,HPA:0640691,['HPA:0640000'],2.7068100504244944e-05,endometrium; smooth muscle cells[≥Low],7
72,RandomForest_gini,REAC,REAC:R-HSA-3000480,['REAC:R-HSA-2173782'],3.3917476563453414e-05,Scavenging by Class A Receptors,5
73,RandomForest_gini,GO:CC,GO:0034364,['GO:0034358'],3.764159474152991e-05,"""A lipoprotein particle with a high density (typically 1.063-1.21 g/ml) and a diameter of 5-10 nm that contains APOAs and may contain APOCs and APOE; found in blood and carries lipids from body tissues to the liver as part of the reverse cholesterol transport process."" [GOC:BHF, GOC:expert_pt, GOC:mah, GOC:pde, GOC:rl]",5
74,RandomForest_gini,GO:CC,GO:0031410,"['GO:0005737', 'GO:0097708']",0.00018324455568158814,"""A vesicle found in the cytoplasm of a cell."" [GOC:ai, GOC:mah, GOC:vesicles]",29
75,RandomForest_gini,GO:CC,GO:1990777,['GO:0032994'],0.00018568826309729825,"""A spherical particle containing non-covalently associated proteins and lipids. Examples are plasma lipoprotein particles which transport lipids in the blood or lymph."" [GOC:vesicles]",5
76,RandomForest_gini,GO:CC,GO:0034358,"['GO:0005615', 'GO:1990777']",0.00018568826309729825,"""A spherical particle with a hydrophobic core of triglycerides and/or cholesterol esters, surrounded by an amphipathic monolayer of phospholipids, cholesterol and apolipoproteins. Plasma lipoprotein particles transport lipids, which are non-covalently associated with the particles, in the blood or lymph."" [GOC:BHF, GOC:expert_pt, GOC:rl]",5
77,RandomForest_gini,GO:CC,GO:0097708,"['GO:0031982', 'GO:0043231']",0.00019099959735630843,"""Any vesicle that is part of the intracellular region."" [GOC:vesicles]",29
78,RandomForest_gini,GO:CC,GO:0099503,['GO:0031410'],0.00023105290966931276,"""A cytoplasmic, membrane bound vesicle that is capable of fusing to the plasma membrane to release its contents into the extracellular space."" [GOC:dos]",18
79,RandomForest_gini,GO:CC,GO:0032994,['GO:0032991'],0.00027436185421687045,"""A macromolecular complex containing separate protein and lipid molecules. Separate in this context means not covalently bound to each other."" [GOC:mah]",5
80,RandomForest_gini,HPA,HPA:0640203,['HPA:0640202'],0.0003423552815089785,endometrium; endothelial cells[High],5
81,RandomForest_gini,GO:BP,GO:0001568,"['GO:0001944', 'GO:0048856']",0.0004845525066973967,"""The process whose specific outcome is the progression of a blood vessel over time, from its formation to the mature structure. The blood vessel is the vasculature carrying blood."" [GOC:hjd, UBERON:0001981]",16
82,RandomForest_gini,GO:MF,GO:0005496,"['GO:0008289', 'GO:0097159']",0.0004908444482305265,"""Binding to a steroid, any of a large group of substances that have in common a ring system based on 1,2-cyclopentanoperhydrophenanthrene."" [GOC:jl, ISBN:0198506732]",7
83,RandomForest_gini,GO:BP,GO:0009653,"['GO:0032502', 'GO:0048856']",0.0005802730738135213,"""The process in which anatomical structures are generated and organized. Morphogenesis pertains to the creation of form."" [GOC:go_curators, ISBN:0521436125]",32
84,RandomForest_gini,REAC,REAC:R-HSA-2173782,['REAC:R-HSA-5653656'],0.0008114588787328285,Binding and Uptake of Ligands by Scavenger Receptors,7
85,RandomForest_gini,GO:BP,GO:0001944,"['GO:0048731', 'GO:0072359']",0.000851666314926954,"""The process whose specific outcome is the progression of the vasculature over time, from its formation to the mature structure. The vasculature is an interconnected tubular multi-tissue structure that contains fluid that is actively transported around the organism."" [GOC:dph, UBERON:0002409]",16
86,RandomForest_gini,GO:CC,GO:0012505,['GO:0110165'],0.0010768109924288334,"""A collection of membranous structures involved in transport within the cell. The main components of the endomembrane system are endoplasmic reticulum, Golgi bodies, vesicles, cell membrane and nuclear envelope. Members of the endomembrane system pass materials through each other or though the use of vesicles."" [GOC:lh]",41
87,RandomForest_gini,GO:BP,GO:0035239,"['GO:0009653', 'GO:0035295']",0.00119742761121661,"""The process in which the anatomical structures of a tube are generated and organized. Epithelial and endothelial tubes transport gases, liquids and cells from one site to another and form the basic structure of many organs and tissues, with tube shape and organization varying from the single-celled excretory organ in Caenorhabditis elegans to the branching trees of the mammalian kidney and insect tracheal system."" [GOC:bf, PMID:14624839]",17
88,RandomForest_gini,GO:BP,GO:0035295,"['GO:0007275', 'GO:0048856']",0.0013056747704029027,"""The process whose specific outcome is the progression of a tube over time, from its initial formation to a mature structure. Epithelial and endothelial tubes transport gases, liquids and cells from one site to another and form the basic structure of many organs and tissues including lung and trachea, kidney, the mammary gland, the vascular system and the gastrointestinal and urinary-genital tracts."" [PMID:12526790]",19
89,RandomForest_gini,HPA,HPA:0640692,['HPA:0640691'],0.0020720092399402943,endometrium; smooth muscle cells[≥Medium],5
90,RandomForest_gini,HPA,HPA:0640202,['HPA:0640201'],0.0020720092399402943,endometrium; endothelial cells[≥Medium],5
91,RandomForest_gini,GO:BP,GO:0072359,['GO:0048731'],0.002213592556036283,"""The process whose specific outcome is the progression of the circulatory system over time, from its formation to the mature structure. The circulatory system is the organ system that passes nutrients (such as amino acids and electrolytes), gases, hormones, blood cells, etc. to and from cells in the body to help fight diseases and help stabilize body temperature and pH to maintain homeostasis."" [GOC:mah, UBERON:0001009]",19
92,RandomForest_gini,HPA,HPA:0640201,['HPA:0640000'],0.0025517272940423115,endometrium; endothelial cells[≥Low],5
93,RandomForest_gini,GO:BP,GO:0048514,"['GO:0001568', 'GO:0035239']",0.0026974212110572027,"""The process in which the anatomical structures of blood vessels are generated and organized. The blood vessel is the vasculature carrying blood."" [GOC:jid]",14
94,RandomForest_gini,GO:CC,GO:0034774,"['GO:0030141', 'GO:0060205']",0.0033075377124377812,"""The volume enclosed by the membrane of a secretory granule."" [GOC:rph]",9
95,RandomForest_gini,GO:CC,GO:0060205,"['GO:0031410', 'GO:0031983', 'GO:0070013']",0.003562530527363131,"""The volume enclosed by a cytoplasmic vesicle."" [GOC:dph, GOC:vesicles]",9
96,RandomForest_gini,GO:CC,GO:0031983,"['GO:0031982', 'GO:0043233']",0.0036511755188374196,"""The volume enclosed by the membrane or protein that forms a vesicle."" [GOC:mah, GOC:vesicles]",9
97,RandomForest_gini,GO:MF,GO:0015485,"['GO:0032934', 'GO:0043178']",0.0037467046932283363,"""Binding to cholesterol (cholest-5-en-3-beta-ol); the principal sterol of vertebrates and the precursor of many steroids, including bile acids and steroid hormones."" [GOC:jl, ISBN:0198506732]",5
98,RandomForest_gini,GO:BP,GO:0048646,"['GO:0009653', 'GO:0032502']",0.004371632390277515,"""The developmental process pertaining to the initial formation of an anatomical structure from unspecified parts. This process begins with the specific processes that contribute to the appearance of the discrete structure and ends when the structural rudiment is recognizable. An anatomical structure is any biological entity that occupies space and is distinguished from its surroundings. Anatomical structures can be macroscopic such as a carpel, or microscopic such as an acrosome."" [GOC:dph, GOC:jid, GOC:tb]",19
99,RandomForest_gini,GO:BP,GO:0009719,['GO:0050896'],0.004600499725650135,"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus arising within the organism."" [GOC:sm]",23
100,RandomForest_gini,WP,WP:WP2806,['WP:000000'],0.0046089897703527095,Complement system,6
101,RandomForest_gini,GO:CC,GO:0070288,['GO:0032991'],0.005387567549037281,"""A protein complex that binds iron and acts as a major iron storage system. Intracellular and extracellular ferritin complexes have different ratios of two types of ferritin monomer, the L (light) chain and H (heavy) chain."" [GOC:mah, PMID:19154717]",2
102,RandomForest_gini,GO:CC,GO:0008043,"['GO:0070288', 'GO:0140535']",0.005387567549037281,"""A ferritin complex located in the cell. Intracellular ferritin complexes contain 24 subunits, in a mixture of L (light) chains and H (heavy) chains."" [GOC:jl, GOC:mah, PMID:19154717]",2
103,RandomForest_gini,GO:CC,GO:0030054,['GO:0110165'],0.007246700089614135,"""A cellular component that forms a specialized region of connection between two or more cells, or between a cell and the extracellular matrix, or between two membrane-bound components of a cell, such as flagella."" [GOC:aruk, GOC:bc, GOC:mah, http://www.vivo.colostate.edu/hbooks/cmb/cells/pmemb/junctions_a.html, ISBN:0198506732, PMID:26820516, PMID:28096264]",24
104,RandomForest_gini,GO:BP,GO:0048731,"['GO:0007275', 'GO:0048856']",0.007877794793518661,"""The process whose specific outcome is the progression of an organismal system over time, from its formation to the mature structure. A system is a regularly interacting or interdependent group of organs or tissues that work together to carry out a given biological process."" [GOC:dph, GOC:jid]",38
105,RandomForest_gini,GO:CC,GO:0005886,"['GO:0016020', 'GO:0071944']",0.008063625426299108,"""The membrane surrounding a cell that separates the cell from its external environment. It consists of a phospholipid bilayer and associated proteins."" [ISBN:0716731363]",44
106,RandomForest_gini,GO:MF,GO:0008289,['GO:0005488'],0.008904244792521207,"""Binding to a lipid."" [GOC:ai]",15
107,RandomForest_gini,GO:MF,GO:0032934,['GO:0005496'],0.009715023461316289,"""Binding to a sterol, a steroid containing a hydroxy group in the 3 position, closely related to cholestan-3-ol."" [GOC:mah]",5
108,RandomForest_gini,GO:CC,GO:0030141,"['GO:0012505', 'GO:0099503']",0.0101419543325393,"""A small subcellular vesicle, surrounded by a membrane, that is formed from the Golgi apparatus and contains a highly concentrated protein destined for secretion. Secretory granules move towards the periphery of the cell and upon stimulation, their membranes fuse with the cell membrane, and their protein load is exteriorized. Processing of the contained protein may take place in secretory granules."" [GOC:mah, ISBN:0198506732]",14
109,RandomForest_gini,GO:CC,GO:0009986,['GO:0110165'],0.011037790546544015,"""The external part of the cell wall and/or plasma membrane."" [GOC:jl, GOC:mtg_sensu, GOC:sm]",14
110,RandomForest_gini,GO:MF,GO:0048407,['GO:0019838'],0.012664818845148402,"""Binding to platelet-derived growth factor."" [GOC:dgh]",3
111,RandomForest_gini,GO:BP,GO:0023051,"['GO:0023052', 'GO:0050789']",0.016334111988751766,"""Any process that modulates the frequency, rate or extent of a signaling process."" [GOC:mtg_signal]",34
112,RandomForest_gini,CORUM,CORUM:6135,['CORUM:0000000'],0.016606495796895937,Ferritin complex,2
113,RandomForest_gini,GO:BP,GO:0010646,"['GO:0007154', 'GO:0050794']",0.016980437429015633,"""Any process that modulates the frequency, rate or extent of cell communication. Cell communication is the process that mediates interactions between a cell and its surroundings. Encompasses interactions such as signaling or attachment between one cell and another cell, between a cell and an extracellular matrix, or between a cell and any other aspect of its environment."" [GOC:dph, GOC:tb]",34
114,RandomForest_gini,REAC,REAC:R-HSA-8963899,['REAC:R-HSA-174824'],0.01722589164075345,Plasma lipoprotein remodeling,4
115,RandomForest_gini,GO:BP,GO:0001525,"['GO:0048514', 'GO:0048646']",0.017389362622941534,"""Blood vessel formation when new vessels emerge from the proliferation of pre-existing blood vessels."" [ISBN:0878932453]",12
116,RandomForest_gini,GO:BP,GO:0042221,['GO:0050896'],0.019708684663193643,"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a chemical stimulus."" [GOC:jl]",37
117,RandomForest_gini,GO:BP,GO:0051238,['GO:0051235'],0.026131684474953867,"""The process of binding or confining metal ions such that they are separated from other components of a biological system."" [GOC:ai]",3
118,RandomForest_gini,GO:CC,GO:0034361,['GO:0034385'],0.029088925756643094,"""A triglyceride-rich lipoprotein particle that is typically composed of APOB100, APOE and APOCs and has a density of about 1.006 g/ml and a diameter of between 20-80 nm. It is found in blood and transports endogenous products (newly synthesized cholesterol and triglycerides) from the liver."" [GOC:BHF, GOC:expert_pt, GOC:mah, GOC:rl]",3
